0, 50,  0.000176, 0.001834, 0.000996, 0.000414
0, 500, 0.000190, 0.008781, 0.003742, 0.002322
0, 900, 0.000164, 0.012502, 0.006761, 0.002777
1, 50,  0.000273, 0.004762, 0.002301, 0.001047
1, 500, 0.000316, 0.023789, 0.009560, 0.003318
1, 900, 0.000459, 0.029652, 0.012312, 0.006173
2, 50,  0.001987, 0.007563, 0.004467, 0.001244
2, 500, 0.007336, 0.025023, 0.015591, 0.002921
2, 900, 0.013247, 0.030640, 0.020027, 0.003198
